"INGRESA AQUI LOS PRODUCTOS VARIABLES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ID","Tipo","SKU padre","sku ","Nombre","Publicado (0/1)","¿Está destacado? (0/1)","Visibilidad en el catálogo","Descripción corta","Descripción","Estado del impuesto","Clase de impuesto","¿En inventario? (0/1)","Inventario (cantidad)","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","Precio rebajado","Precio normal","Categorías","Etiquetas","Clase de envío","Imágenes https://drive.google.com/drive/folders/12ciXH4MdIO3fMbl7604xjJxEIRiX5-rG","Swatches Attributes","Nombre del atributo 1","Valor(es) del atributo talla","Atributo visible talla","Atributo global talla","Atributo por defecto talla",""
"32169","variable","","","CINTURÓN POWERLIFTING PBO","1","0","visible","¡Ya disponible nuestro CINTURÓN PBO para para que mejores más que nunca tu rendimiento en los básicos! Consigue meter más kg a la barra sintiéndote más fuerte, seguro y compacto que nunca.
\n
\n<strong>CARACTERISTICAS:</strong>
\n
\n- Materiales de alta calidad y remaches avanzados para evitar que se abra al realizar el movimiento.
\n- Cinturón semi rígido, se adapta con facilidad ofreciendo una fuerte sujección.
\n- 10mm de grosor y 10 cm de anchura para una sujeción óptima del lumbar y del core. Conseguir más fuerza en el core es una de las claves para conseguir transferir fuerza de forma eficiente y levantar más pesado.
\n-Logotipo PBO, Diseño oficial del equipo.
\n
\n&nbsp;","¡Ya disponible nuestro CINTURÓN PBO para para que mejores más que nunca tu rendimiento en los básicos! Consigue meter más kg a la barra sintiéndote más fuerte, seguro y compacto que nunca.
\n
\nEn PBO usamos materiales de la más alta calidad. Nuestro compromiso es conseguir un cinturón con buenos acabados y que sea duradero, no como otras marcas que se estropean fácilmente cuando afrontas levantamientos pesados.
\n
\n<strong>CARACTERISTICAS:</strong>
\n
\n- Materiales de alta calidad y remaches avanzados para evitar que se abra al realizar el movimiento.
\n- Cinturón semi rígido, se adapta con facilidad ofreciendo una fuerte sujección.
\n- 10mm de grosor y 10 cm de anchura para una sujeción óptima del lumbar y del core. Conseguir más fuerza en el core es una de las claves para conseguir transferir fuerza de forma eficiente y levantar más pesado.
\n-Logotipo PBO, Diseño oficial del equipo.
\n
\nHay existencias.
\n
\n&nbsp;","taxable","","0","0","","","","","","","TIENDA > Accesorios, ROPA,","","Envío Growbeats","cinturonpbo.jpg, cinturonpbo4.jpg, cinturonpbo3-1.jpg","","color","L, M, S, XL","1","1","M",""
"5.7.2003","variable","","","SUDADERA PREESCOLAR COMFAMA AMARILLO TALLA 6","1","0","visible","","","taxable","parent","1","15","","","","","","29,000","UNIFORMES COLEGIALES","","","","","AMARILLO","6","","1","",""
"5.7.2004","variable","","","SUDADERA PREESCOLAR COMFAMA AMARILLO TALLA 8","1","0","visible","","","taxable","parent","1","4","","","","","","29,000","UNIFORMES COLEGIALES","","","","","AMARILLO","8","","1","",""
"5.5.2005","variable","","","SUDADERA PREESCOLAR COMFAMA AZUL TALLA 10","1","0","visible","","","taxable","parent","1","9","","","","","","29,000","UNIFORMES COLEGIALES","","","","","AZUL","10","","1","",""
"5.5.2006","variable","","","SUDADERA PREESCOLAR COMFAMA AZUL TALLA 12","1","0","visible","","","taxable","parent","1","4","","","","","","29,000","UNIFORMES COLEGIALES","","","","","AZUL","12","","1","",""
"5.5.2001","variable","","","SUDADERA PREESCOLAR COMFAMA AZUL TALLA 2","1","0","visible","","","taxable","parent","1","10","","","","","","29,000","UNIFORMES COLEGIALES","","","","","AZUL","2","","1","",""
"5.5.2002","variable","","","SUDADERA PREESCOLAR COMFAMA AZUL TALLA 4","1","0","visible","","","taxable","parent","1","18","","","","","","29,000","UNIFORMES COLEGIALES","","","","","AZUL","4","","1","",""
"5.5.2004","variable","","","SUDADERA PREESCOLAR COMFAMA AZUL TALLA 8","1","0","visible","","","taxable","parent","1","0","","","","","","29,000","UNIFORMES COLEGIALES","","","","","AZUL","8","","1","",""
"5.6.2005","variable","","","SUDADERA PREESCOLAR COMFAMA FUCSIA TALLA 10","1","0","visible","","","taxable","parent","1","20","","","","","","29,000","UNIFORMES COLEGIALES","","","","","FUCSIA","10","","1","",""
"5.6.2006","variable","","","SUDADERA PREESCOLAR COMFAMA FUCSIA TALLA 12","1","0","visible","","","taxable","parent","1","9","","","","","","29,000","UNIFORMES COLEGIALES","","","","","FUCSIA","12","","1","",""
"5.6.2001","variable","","","SUDADERA PREESCOLAR COMFAMA FUCSIA TALLA 2","1","0","visible","","","taxable","parent","1","14","","","","","","29,000","UNIFORMES COLEGIALES","","","","","FUCSIA","2","","1","",""
"5.6.2002","variable","","","SUDADERA PREESCOLAR COMFAMA FUCSIA TALLA 4","1","0","visible","","","taxable","parent","1","27","","","","","","29,000","UNIFORMES COLEGIALES","","","","","FUCSIA","4","","1","",""
"5.6.2003","variable","","","SUDADERA PREESCOLAR COMFAMA FUCSIA TALLA 6","1","0","visible","","","taxable","parent","1","20","","","","","","29,000","UNIFORMES COLEGIALES","","","","","FUCSIA","6","","1","",""
"5.6.2004","variable","","","SUDADERA PREESCOLAR COMFAMA FUCSIA TALLA 8","1","0","visible","","","taxable","parent","1","0","","","","","","29,000","UNIFORMES COLEGIALES","","","","","FUCSIA","8","","1","",""
"5.8.2005","variable","","","SUDADERA PREESCOLAR COMFAMA MORADO TALLA 10","1","0","visible","","","taxable","parent","1","23","","","","","","29,000","UNIFORMES COLEGIALES","","","","","MORADO","10","","1","",""
"5.8.2006","variable","","","SUDADERA PREESCOLAR COMFAMA MORADO TALLA 12","1","0","visible","","","taxable","parent","1","8","","","","","","29,000","UNIFORMES COLEGIALES","","","","","MORADO","12","","1","",""
"5.8.2001","variable","","","SUDADERA PREESCOLAR COMFAMA MORADO TALLA 2","1","0","visible","","","taxable","parent","1","13","","","","","","29,000","UNIFORMES COLEGIALES","","","","","MORADO","2","","1","",""
"5.8.2002","variable","","","SUDADERA PREESCOLAR COMFAMA MORADO TALLA 4","1","0","visible","","","taxable","parent","1","24","","","","","","29,000","UNIFORMES COLEGIALES","","","","","MORADO","4","","1","",""
"5.8.2003","variable","","","SUDADERA PREESCOLAR COMFAMA MORADO TALLA 6","1","0","visible","","","taxable","parent","1","21","","","","","","29,000","UNIFORMES COLEGIALES","","","","","MORADO","6","","1","",""
"5.8.2004","variable","","","SUDADERA PREESCOLAR COMFAMA MORADO TALLA 8","1","0","visible","","","taxable","parent","1","7","","","","","","29,000","UNIFORMES COLEGIALES","","","","","MORADO","8","","1","",""
"5.5.2003","variable","","","SUDADERAS PREESCOLAR COMFAMA AZUL TALLA 6","1","0","visible","","","taxable","parent","1","12","","","","","","29,000","UNIFORMES COLEGIALES","","","","","AZUL","6","","1","",""
"TA002","variable","","","TOP AQUAFIT ABEILLIA","1","1","visible","","Top en licra de 400 grs con elongación bidireccional, diseño anatómico","taxable","parent","1","0","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","COLOR","S","1","1","S",""
"TA0024","variable","","","TOP AQUAFIT ABEILLIA AZUL","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","AZUL","S","","1","",""
"TA0026","variable","","","TOP AQUAFIT ABEILLIA DIAMANTE","1","0","visible","","","taxable","parent","1","2","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","BLANCO","S","","1","",""
"TA0025","variable","","","TOP AQUAFIT ABEILLIA ESMERALDA","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","VERDE","S","","1","",""
"TA0021","variable","","","TOP AQUAFIT ABEILLIA NEGRITO","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","NEGRO","S","","1","",""
"TA0022","variable","","","TOP AQUAFIT ABEILLIA OCRACEO","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","VERDE MILITAR","S","","1","",""
"TA0023","variable","","","TOP AQUAFIT ABEILLIA ROJO","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","PALO DE ROSA","U","","1","",""
"TA001","variable","","","TOP AQUAFIT AMAZILIA","1","1","visible","","Top en licra de 400 grs con elongación bidireccional, diseño anatómico","taxable","parent","1","0","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","COLOR","S","1","1","S",""
"TA0014","variable","","","TOP AQUAFIT AMAZILIA AZUL","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","AZUL","S","","1","",""
"TA0016","variable","","","TOP AQUAFIT AMAZILIA DIAMANTE","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","BLANCO","S","","1","",""
"TA0015","variable","","","TOP AQUAFIT AMAZILIA ESMERALDA","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","VERDE","S","","1","",""
"TA0011","variable","","","TOP AQUAFIT AMAZILIA NEGRITO","1","0","visible","","","taxable","parent","1","2","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","NEGRO","S","","1","",""
"TA0012","variable","","","TOP AQUAFIT AMAZILIA OCRACEO","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","VERDE MILITAR","S","","1","",""
"TA0013","variable","","","TOP AQUAFIT AMAZILIA ROJO","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","PALO DE ROSA","S","","1","",""
"TAL001","variable","","","TOP AQUAFIT_LITE PICAFLOR","1","1","visible","","Top en licra de 320 grs con elongación bidireccional, diseño anatómico, estampados de moda","taxable","parent","1","0","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","COLOR","XS","1","1","XS",""
"TAL0015","variable","","","TOP AQUAFIT_LITE PICAFLOR COBRIZO","1","0","visible","","","taxable","parent","1","2","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","AZUL","XS","","1","",""
"TAL0016","variable","","","TOP AQUAFIT_LITE PICAFLOR NEGRITO","1","0","visible","","","taxable","parent","1","2","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","NEGRO X GRIS","XS","","1","",""
"TAL0017","variable","","","TOP AQUAFIT_LITE PICAFLOR NEGRO","1","0","visible","","","taxable","parent","1","9","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","NEGRO","XS","","1","",""
"TAL0012","variable","","","TOP AQUAFIT_LITE PICAFLOR OCRACEO","1","0","visible","","","taxable","parent","1","2","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","VERDE MILITAR","XS","","1","",""
"TAL0011","variable","","","TOP AQUAFIT_LITE PICAFLOR RAYO DE SOL","1","0","visible","","","taxable","parent","1","2","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","AMARILLO","XS","","1","",""
"TAL0013","variable","","","TOP AQUAFIT_LITE PICAFLOR VERSICOLOR","1","0","visible","","","taxable","parent","1","2","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","ROJO","XS","","1","",""
"TAL0014","variable","","","TOP AQUAFIT_LITE PICAFLOR VIOLICEPS","1","0","visible","","","taxable","parent","1","1","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","MORADO X NARANJA","XS","","1","",""
"TA004","variable","","","TOP AQUAFIT PICAHOZ","1","1","visible","","Top en licra de 400 grs con elongación bidireccional, diseño anatómico","taxable","parent","1","0","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","COLOR","S","1","1","S",""
"TA0044","variable","","","TOP AQUAFIT PICAHOZ AZUL","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","AZUL","S","","1","",""
"TA0046","variable","","","TOP AQUAFIT PICAHOZ DIAMANTE","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","BLANCO","S","","1","",""
"TA0045","variable","","","TOP AQUAFIT PICAHOZ ESMERALDA","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","VERDE","S","","1","",""
"TA0041","variable","","","TOP AQUAFIT PICAHOZ NEGRITO","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","NEGRO","S","","1","",""
"TA0042","variable","","","TOP AQUAFIT PICAHOZ OCRACEO","1","0","visible","","","taxable","parent","1","3","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","VERDE MILITAR","S","","1","",""
"TA0043","variable","","","TOP AQUAFIT PICAHOZ ROJO","1","0","visible","","","taxable","parent","1","1","","","","","","48,000","ROPA FIT DAMA COLECCION COLIBRI","","","","","PALO DE ROSA","S","","1","",""
"6.8.2020","variable","","","TRUSA BALLET COMFAMA","1","1","visible","","trusa en licra poliester de 180 grs, estampada con diseño aprobado por comfama","taxable","parent","1","0","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","COLOR","6,8,10,12,14","1","1","8",""
"6.8.2003","variable","","","TRUSA BALLET COMFAMA FUCSIA TALLA 10","1","0","visible","","","taxable","parent","1","10","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA","10","","1","",""
"6.8","variable","","","TRUSA BALLET COMFAMA FUCSIA TALLA 12","1","0","visible","","","taxable","parent","1","2","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA","12","","1","",""
"6.8.2005","variable","","","TRUSA BALLET COMFAMA FUCSIA TALLA 14","1","0","visible","","","taxable","parent","1","6","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA","14","","1","",""
"6.8.2001","variable","","","TRUSA BALLET COMFAMA FUCSIA TALLA 6","1","0","visible","","","taxable","parent","1","13","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA","6","","1","",""
"6.8.2002","variable","","","TRUSA BALLET COMFAMA FUCSIA TALLA 8","1","0","visible","","","taxable","parent","1","41","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA","8","","1","",""
"6.9.2003","variable","","","TRUSA BALLET COMFAMA NEGRA TALLA 10","1","0","visible","","","taxable","parent","1","3","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","NEGRA","10","","1","",""
"6.9.2004","variable","","","TRUSA BALLET COMFAMA NEGRA TALLA 12","1","0","visible","","","taxable","parent","1","1","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","NEGRA","12","","1","",""
"6.9.2005","variable","","","TRUSA BALLET COMFAMA NEGRA TALLA 14","1","0","visible","","","taxable","parent","1","5","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","NEGRA","14","","1","",""
"6.9.2001","variable","","","TRUSA BALLET COMFAMA NEGRA TALLA 6","1","0","visible","","","taxable","parent","1","5","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","NEGRA","6","","1","",""
"6.9.2002","variable","","","TRUSA BALLET COMFAMA NEGRA TALLA 8","1","0","visible","","","taxable","parent","1","3","","","","","","25,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","NEGRA","8","","1","",""
"6.12.2020","variable","","","TUTTU BALLET COMFAMA","1","1","visible","","Tuttu en tela tul","taxable","parent","1","0","","","","","","24,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","COLOR","6,8,10,12,14","1","1","8",""
"6.12.2003","variable","","","TUTU BALLET COMFAMA TALLA 10","1","0","visible","","","taxable","parent","1","23","","","","","","24,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA","","","1","",""
"6.12.2004","variable","","","TUTU BALLET COMFAMA TALLA 12","1","0","visible","","","taxable","parent","1","7","","","","","","24,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA","","","1","",""
"6.12.2005","variable","","","TUTU BALLET COMFAMA TALLA 14","1","0","visible","","","taxable","parent","1","4","","","","","","24,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA","","","1","",""
"6.12.2001","variable","","","TUTU BALLET COMFAMA TALLA 6","1","0","visible","","","taxable","parent","1","15","","","","","","24,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA","","","1","",""
"6.12.2002","variable","","","TUTU BALLET COMFAMA TALLA 8","1","0","visible","","","taxable","parent","1","57","","","","","","24,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA","","","1","",""
"6.4.2020","variable","","","UNIFORME BALONCESTO COMFAMA","1","0","visible","","Uniforme en tela deportiva, tejido de punto de 140 grs, con diseño estampado aprobado","taxable","parent","1","0","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","COLOR","10,12,14,16,S","1","1","12",""
"6.4.2001","variable","","","UNIFORMES BALONCESTO COMFAMA TALLA 8","1","0","visible","","","taxable","parent","1","0","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","","","1","",""
"6.4.2002","variable","","","UNIFORME BALONCESTO COMFAMA TALLA 10","1","0","visible","","","taxable","parent","1","0","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","","","1","",""
"6.4.2003","variable","","","UNIFORME BALONCESTO COMFAMA TALLA 12","1","0","visible","","","taxable","parent","1","3","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","","","1","",""
"6.4.2004","variable","","","UNIFORME BALONCESTO COMFAMA TALLA 14","1","0","visible","","","taxable","parent","1","5","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","","","1","",""
"6.4.2005","variable","","","UNIFORME BALONCESTO COMFAMA TALLA 16","1","0","visible","","","taxable","parent","1","3","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","","","1","",""
"6.4.2006","variable","","","UNIFORME BALONCESTO COMFAMA TALLA S","1","0","visible","","","taxable","parent","1","4","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","","","1","",""
"6.7.2002","variable","","","UNIFORME COCINA COMFAMA ADULTO","1","0","visible","","Uniforme en tela deportiva, tejido de punto de 140 grs, con diseño estampado aprobado","taxable","parent","1","4","","","","","","40,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","BLANCO","ADULTO","","1","",""
"6.7.2001","variable","","","UNIFORME COCINA COMFAMA JUNIOR","1","0","visible","","","taxable","parent","1","11","","","","","","40,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","BLANCO","JUNIOR","","1","",""
"6.1.2020","variable","","","UNIFORME FUTBOL COMFAMA","1","1","visible","","Uniforme en tela deportiva, tejido de punto de 140 grs, con diseño estampado aprobado","taxable","parent","1","0","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","COLOR","4,6,8,10,12,14,16,S","1","1","10",""
"6.1.2004","variable","","","UNIFORME FUTBOL COMFAMA TALLA 10","1","0","visible","","","taxable","parent","1","54","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","10","","1","",""
"6.1.2005","variable","","","UNIFORME FUTBOL COMFAMA TALLA 12","1","0","visible","","","taxable","parent","1","43","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","12","","1","",""
"6.1.2006","variable","","","UNIFORME FUTBOL COMFAMA TALLA 14","1","0","visible","","","taxable","parent","1","42","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","14","","1","",""
"6.1.2007","variable","","","UNIFORME FUTBOL COMFAMA TALLA 16","1","0","visible","","","taxable","parent","1","32","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","16","","1","",""
"6.1.2001","variable","","","UNIFORME FUTBOL COMFAMA TALLA 4","1","0","visible","","","taxable","parent","1","34","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","4","","1","",""
"6.1.2002","variable","","","UNIFORME FUTBOL COMFAMA TALLA 6","1","0","visible","","","taxable","parent","1","34","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","6","","1","",""
"6.1.2003","variable","","","UNIFORME FUTBOL COMFAMA TALLA 8","1","0","visible","","","taxable","parent","1","51","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","8","","1","",""
"6.1","variable","","","UNIFORME FUTBOL COMFAMA TALLA S","1","0","visible","","","taxable","parent","1","11","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","S","","1","",""
"6.2.2020","variable","","","UNIFORME MICRO COMFAMA","1","1","visible","","Uniforme en tela deportiva, tejido de punto de 140 grs, con diseño estampado aprobado","taxable","parent","1","0","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","COLOR","8,10,12,14,16,S","1","1","12",""
"6.2.2002","variable","","","UNIFORME MICRO COMFAMA TALLA 10","1","0","visible","","","taxable","parent","1","15","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","ROJO X NEGRO","10","","1","",""
"6.2.2003","variable","","","UNIFORME MICRO COMFAMA TALLA 12","1","0","visible","","","taxable","parent","1","15","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","ROJO X NEGRO","12","","1","",""
"6.2.2004","variable","","","UNIFORME MICRO COMFAMA TALLA 14","1","0","visible","","","taxable","parent","1","15","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","ROJO X NEGRO","14","","1","",""
"6.2.2005","variable","","","UNIFORME MICRO COMFAMA TALLA 16","1","0","visible","","","taxable","parent","1","17","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","ROJO X NEGRO","16","","1","",""
"6.2.2001","variable","","","UNIFORME MICRO COMFAMA TALLA 8","1","0","visible","","","taxable","parent","1","16","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","ROJO X NEGRO","8","","1","",""
"6.2.2006","variable","","","UNIFORME MICRO COMFAMA TALLA S","1","0","visible","","","taxable","parent","1","11","","","","","","56,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","ROJO X NEGRO","S","","1","",""
"6.5","variable","","","UNIFORME NATACION COMFAMA NIÑA","1","1","visible","","Vestido de baño en licra poliester de 180 grs, estampada con diseño aprobado por comfama","taxable","parent","1","0","","","","","","37,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","COLOR","4,6,8,10,12,14,16,S","1","1","12",""
"6.5.2004","variable","","","UNIFORME NATACION COMFAMA NIÑA TALLA 10","1","0","visible","","","taxable","parent","1","2","","","","","","37,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","10","","1","",""
"6.5.2005","variable","","","UNIFORME NATACION COMFAMA NIÑA TALLA 12","1","0","visible","","","taxable","parent","1","3","","","","","","37,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","12","","1","",""
"6.5.2006","variable","","","UNIFORME NATACION COMFAMA NIÑA TALLA 14","1","0","visible","","","taxable","parent","1","2","","","","","","37,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","14","","1","",""
"6.5.2007","variable","","","UNIFORME NATACION COMFAMA NIÑA TALLA 16","1","0","visible","","","taxable","parent","1","0","","","","","","37,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","16","","1","",""
"6.5.2001","variable","","","UNIFORME NATACION COMFAMA NIÑA TALLA 4","1","0","visible","","","taxable","parent","1","7","","","","","","37,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","4","","1","",""
"6.5.2002","variable","","","UNIFORME NATACION COMFAMA NIÑA TALLA 6","1","0","visible","","","taxable","parent","1","4","","","","","","37,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","6","","1","",""
"6.5.2003","variable","","","UNIFORME NATACION COMFAMA NIÑA TALLA 8","1","0","visible","","","taxable","parent","1","2","","","","","","37,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","8","","1","",""
"6.5","variable","","","UNIFORME NATACION COMFAMA NIÑA TALLA S","1","0","visible","","","taxable","parent","1","1","","","","","","37,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","S","","1","",""
"6.6.2020","variable","","","UNIFORME NATACION COMFAMA NIÑO","1","1","visible","","Pantaloneta de baño en licra poliester de 180 grs, estampada con diseño aprobado por comfama","taxable","parent","1","0","","","","","","27,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","COLOR","4,6,8,10,12,14,16,S","1","1","12",""
"6.6.2004","variable","","","UNIFORME NATACION COMFAMA NIÑO TALLA 10","1","0","visible","","","taxable","parent","1","6","","","","","","27,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","10","","1","",""
"6.6.2005","variable","","","UNIFORME NATACION COMFAMA NIÑO TALLA 12","1","0","visible","","","taxable","parent","1","6","","","","","","27,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","12","","1","",""
"6.6.2006","variable","","","UNIFORME NATACION COMFAMA NIÑO TALLA 14","1","0","visible","","","taxable","parent","1","4","","","","","","27,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","14","","1","",""
"6.6.2007","variable","","","UNIFORME NATACION COMFAMA NIÑO TALLA 16","1","0","visible","","","taxable","parent","1","1","","","","","","27,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","16","","1","",""
"6.6","variable","","","UNIFORME NATACION COMFAMA NIÑO TALLA 4","1","0","visible","","","taxable","parent","1","0","","","","","","27,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","4","","1","",""
"6.6.2002","variable","","","UNIFORME NATACION COMFAMA NIÑO TALLA 6","1","0","visible","","","taxable","parent","1","0","","","","","","27,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","6","","1","",""
"6.6.2003","variable","","","UNIFORME NATACION COMFAMA NIÑO TALLA 8","1","0","visible","","","taxable","parent","1","7","","","","","","27,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","8","","1","",""
"6.6.2008","variable","","","UNIFORME NATACION COMFAMA NIÑO TALLA S","1","0","visible","","","taxable","parent","1","0","","","","","","27,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","AZUL X NEGRO","S","","1","",""
"6.3.2020","variable","","","UNIFORME PATINAJE COMFAMA","1","1","visible","","Enterizo de patinaje en licra deportiva de 220 grs, con estampado aprobado por comfama","taxable","parent","1","0","","","","","","74,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","COLOR","6,8,10,12,14,16,S","1","1","12",""
"6.3.2004","variable","","","UNIFORME PATINAJE COMFAMA TALLA 12","1","0","visible","","","taxable","parent","1","6","","","","","","74,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","12","","1","",""
"6.3.2005","variable","","","UNIFORME PATINAJE COMFAMA TALLA 14","1","0","visible","","","taxable","parent","1","5","","","","","","74,000","UNIFORMES DEPORTIVOS COMFAMA","","","","","FUCSIA X NEGRO","14","","1","",""
